BO Iteration,Selected SMILES,Hypervolume,RefPoint,f1,f2,f3
141,CC1CCCN(C(=O)CSc2nnc(-c3ccc(S(=O)(=O)N4CCOCC4)cc3)n2C)C1,0.3315,"[-0.100000, 0.071932, -0.065519]",1.0,0.23658192,1.0
142,CCOc1cccc(-c2ccc(C3CCN(S(=O)(=O)C(C)(C)C(=O)NO)CC3)cc2C)c1,0.3315,"[-0.100000, 0.071932, -0.065519]",1.0,0.29927007,1.0
143,Cc1ccc(S(=O)(=O)N2CC3N(C(=O)OC(C)C)N(C(=O)OC(C)C)CC(OC(=O)Nc4c(C)noc4C)C3(O)C2)cc1,0.3315,"[-0.100000, 0.071932, -0.065519]",1.0,0.1575437,1.0
144,CCCCN1C(=O)c2nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)[nH]c(=O)c2C1=O,0.3315,"[-0.100000, 0.071932, -0.065519]",1.0,0.17191142,1.0
145,COc1ccc(C(=O)C=CC(=O)N2CCN(c3ccc(N4CC(CNC(C)=O)OC4=O)cc3F)CC2)cc1,0.3315,"[-0.100000, 0.071932, -0.065519]",1.0,0.27209763,1.0
146,Cc1ccc(CNC(=O)c2oc3ccc(S(=O)(=O)N4CCCC(C)C4)cc3c2C)cc1,0.3315,"[-0.100000, 0.071932, -0.065519]",0.58349348,0.22202797,0.9230277
147,CCCC(=O)NC(C(=O)NCCS(N)(=O)=O)c1nc2ccc(-c3ccc(C(=O)N4CCOCC4)cc3)cc2s1,0.3315,"[-0.100000, 0.071932, -0.065519]",1.0,0.24637243,1.0
148,COc1cc(SC)ccc1C(=O)Nc1cccc(S(=O)(=O)NC2=NCCCCC2)c1,0.3315,"[-0.100000, 0.071932, -0.065519]",1.0,0.21306818,1.0
149,CCOC(=O)c1ccc(NC(=O)C2CCC(CNc3c(N4CCOCC4)c(=O)c3=O)CC2)cc1,0.3315,"[-0.100000, 0.071932, -0.065519]",1.0,0.22506925,1.0
150,Cn1cncc1CN1C(=O)C(N(CC(=O)NC(C)(C)C)S(=O)(=O)c2ccc3c(c2)OCCCO3)Cc2cc(C#N)ccc21,0.3315,"[-0.100000, 0.071932, -0.065519]",1.0,0.19418605,1.0
151,Cc1cc(C#N)ccc1C1CCN(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)OC3CCOC3)CC2)CC1,0.3315,"[-0.100000, 0.071932, -0.065519]",1.0,0.21111786,1.0
152,CCc1nc(N)nc(N2CCOCC2)c1-c1ccc(NCc2ccc(S(C)(=O)=O)cc2)cc1,0.3315,"[-0.100000, 0.071932, -0.065519]",1.0,0.23858921,1.0
153,N#CC(Cc1ccc(-c2ccc(S(=O)(=O)N3CCC(F)(F)CC3)cc2)cc1F)NC(=O)C1NC2CCC1C2,0.3315,"[-0.100000, 0.071932, -0.065519]",1.0,0.27384021,1.0
154,CC(=O)Nc1ccc(S(=O)(=O)N2CCOC(Cn3ccnc3)C2)cc1,0.3315,"[-0.100000, 0.071932, -0.065519]",1.0,0.19611727,1.0
155,Cn1cc(S(=O)(=O)N2CCN(c3ccc(F)cc3)CC2)c(=O)n(C)c1=O,0.3315,"[-0.100000, 0.071932, -0.065519]",0.8652628,0.15881913,1.0
156,O=C(c1ccc(CNc2c(N3CCOCC3)c(=O)c2=O)cc1)N1CCC(c2ccccc2)CC1,0.3315,"[-0.100000, 0.071932, -0.065519]",0.54307247,0.29899135,1.0
157,CC(=O)Nc1ccc(CC(NC(=O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc1,0.3315,"[-0.100000, 0.071932, -0.065519]",1.0,0.30684389,1.0
158,CN1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3C)CC1,0.3315,"[-0.100000, 0.071932, -0.065519]",0.48675226,0.19425676,1.0
159,CC(=O)N1c2ccc(S(=O)(=O)NCC3CCC(C(=O)NCc4ccc(C)o4)CC3)cc2CC1C,0.3315,"[-0.100000, 0.071932, -0.065519]",1.0,0.23308011,1.0
160,CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccc(F)cc3)C2)nc1C,0.3315,"[-0.100000, 0.071932, -0.065519]",1.0,0.15333333,1.0
161,CCOc1cc(C(=S)N2CCOCC2)ccc1OS(=O)(=O)c1ccc(OC)cc1,0.3315,"[-0.100000, 0.071932, -0.065519]",0.29157734,0.22431259,1.0
162,CC(C)(C)C(=O)CN1C(=O)N(CC(=O)Nc2cccc(C(=O)O)c2)N=C(C2CCCCCC2)c2ccccc21,0.3315,"[-0.100000, 0.071932, -0.065519]",1.0,0.31755196,0.29839907
163,COc1ccc2c(c1)C(=O)N(CC1(C#Cc3nc(C(=O)N4CCN(C)CC4)ccc3OC)NC(=O)NC1=O)C2,0.3315,"[-0.100000, 0.071932, -0.065519]",1.0,0.1681128,1.0
164,O=C(C(Cc1ccccc1)NS(=O)(=O)c1ccc(Cl)cc1)N1CCC2(O)CCCCC2C1,0.338,"[-0.100000, 0.071932, -0.065519]",0.94731795,0.33980583,1.0
165,CCOc1ccc(NC(=O)N2CCC(NC(=O)C(Cc3ccccc3OC)NC(C)=O)CC2)cc1,0.338,"[-0.100000, 0.071932, -0.065519]",1.0,0.27510316,1.0
166,COc1ccccc1OC(C)C(=O)Nc1ccc2c(c1)OCCO2,0.338,"[-0.100000, 0.071932, -0.065519]",0.05640474,0.16773163,1.0
167,COc1cccc(OC)c1-c1ccc(CC(NC(=O)C2(S(=O)(=O)c3ccccc3)CCCCC2)C(=O)O)cc1,0.3381,"[-0.100000, 0.071932, -0.065519]",1.0,0.32716049,0.80455164
168,COc1ccc2c3c1OC1C(=O)CCC4(NC(=O)C#Cc5ccccc5)C(C2)N(CC2CC2)CCC314,0.3381,"[-0.100000, 0.071932, -0.065519]",0.08640718,0.27256741,1.0
169,CCS(=O)(=O)c1ccc(C)c(C#Cc2cc(Cl)ccc2OCC(=O)O)c1,0.3381,"[-0.100000, 0.071932, -0.065519]",0.64710643,0.1530236,1.0
170,CN=C(O)N1C(=O)N(c2cc(C(F)(F)F)ccn2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1S(C)(=O)=O,0.3381,"[-0.100000, 0.071932, -0.065519]",1.0,0.15104167,1.0
171,Cc1nc2ccc(S(=O)(=O)N3CCN(S(=O)(=O)c4c(F)cccc4F)CC3)cc2s1,0.3381,"[-0.100000, 0.071932, -0.065519]",0.97276524,0.19417476,1.0
172,CC(=O)N1CCN(C(=O)C(Cc2cccc(C(=N)N)c2)NS(=O)(=O)NCCc2cc3c(cc2[N+](=O)[O-])OCO3)CC1,0.3381,"[-0.100000, 0.071932, -0.065519]",1.0,0.22091723,1.0
173,N#Cc1ccc(S(=O)(=O)Nc2cccc(C(c3c(O)c4c(oc3=O)CCCCCC4)C3CC3)c2)cc1,0.3381,"[-0.100000, 0.071932, -0.065519]",1.0,0.29356061,0.47582157
174,CC(C(=O)NCCN)N1CCC(NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,0.3381,"[-0.100000, 0.071932, -0.065519]",1.0,0.20622287,1.0
175,CCNC(=O)Nc1sc2ccccc2c1C(=O)N1CCN(C2CCN(C(=O)CC)CC2)CC1,0.3381,"[-0.100000, 0.071932, -0.065519]",0.88205532,0.2718144,1.0
176,CN1c2ccccc2S(=O)(=O)n2nc(C3CCN(S(=O)(=O)c4ccc(F)cc4)CC3)nc21,0.3381,"[-0.100000, 0.071932, -0.065519]",1.0,0.20805369,1.0
177,CCOC(=O)N1CCN(C(=O)c2ccc3c(=O)n(CCc4ccc(OC)c(OC)c4)c(=O)[nH]c3c2)CC1,0.3381,"[-0.100000, 0.071932, -0.065519]",1.0,0.20600991,1.0
178,CCOC(=O)C(Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)NC(=O)C1CC(NC2CCC2)CN1S(=O)(=O)c1cccc(C#N)c1,0.3381,"[-0.100000, 0.071932, -0.065519]",1.0,0.23838933,0.99706441
179,CCCCCOC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)c2cc(OCC3CCN(C)CC3)nc(-c3ccccc3)n2)CC1,0.3381,"[-0.100000, 0.071932, -0.065519]",1.0,0.24294671,1.0
180,CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCN2CCOCC2C1,0.3381,"[-0.100000, 0.071932, -0.065519]",1.0,0.23400191,0.98323618
181,CC(=O)N1CCc2c(sc(NC(=O)C3CCN(S(=O)(=O)c4cccs4)CC3)c2C(N)=O)C1,0.3381,"[-0.100000, 0.071932, -0.065519]",1.0,0.13888889,1.0
182,COc1ccc(C)cc1S(=O)(=O)N1CCC2(CC1)OCCN2S(=O)(=O)c1ccccc1,0.3381,"[-0.100000, 0.071932, -0.065519]",1.0,0.23703956,1.0
183,CN1CCN(C(=O)NC(Cc2cccnc2)C(=O)NC(C=CS(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,0.3381,"[-0.100000, 0.071932, -0.065519]",1.0,0.29537671,1.0
184,CCN1CCN(C(=O)NC(C(=O)NC2CN3CC(C#N)=C(C(=O)O)N3C2=O)c2ccccc2)C(=O)C1=O,0.3381,"[-0.100000, 0.071932, -0.065519]",1.0,0.18202503,1.0
185,Cc1ccc(S(=O)(=O)N2C(=O)CCC2C(=O)NCc2ccco2)cc1,0.3381,"[-0.100000, 0.071932, -0.065519]",1.0,0.16819572,1.0
186,CC(C)(C)OC(=O)N1CCN(CC(O)Cn2nc(-c3ccc(Cl)c(C#Cc4ccc(Cl)cc4)c3)c3c2CCN(S(C)(=O)=O)C3)CC1,0.3381,"[-0.100000, 0.071932, -0.065519]",1.0,0.2384696,0.88774388
187,O=C(c1ccc(Br)cc1NS(=O)(=O)c1cc2ccccc2[nH]1)N1CCCCC1,0.3381,"[-0.100000, 0.071932, -0.065519]",0.74173407,0.23505831,0.93816293
188,CCCOC(=O)Nc1ccc(S(=O)(=O)N2CC(c3ccccc3)NC2=O)cc1CC,0.3381,"[-0.100000, 0.071932, -0.065519]",1.0,0.19874477,1.0
189,COc1ccc(-c2ccc3c(N4CCOCC4C)nc(N4CCC(c5cccc(O)c5)CC4)nc3n2)cc1CO,0.3381,"[-0.100000, 0.071932, -0.065519]",1.0,0.32214964,0.87921362
190,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cn1cc(CCC(=O)N2CCC(C)(C)CC2)c2ccc(C(=O)NCC3CCCC3)cc21,0.3381,"[-0.100000, 0.071932, -0.065519]",1.0,0.28225806,0.03176775
191,O=C1CCc2cc(S(=O)(=O)NC(=O)c3ccc4c(c3)CCO4)ccc2N1,0.3381,"[-0.100000, 0.071932, -0.065519]",1.0,0.17586989,1.0
192,CCC(=O)N1CCc2cc(Br)cc(S(=O)(=O)CCC(=O)Nc3ccc(CC)cc3)c21,0.3381,"[-0.100000, 0.071932, -0.065519]",0.81219688,0.19985975,0.9936246
193,CCOc1ccc(N(C)S(=O)(=O)c2ccc3ncc(C(=O)NCC4CCCO4)c(O)c3c2)cc1,0.3381,"[-0.100000, 0.071932, -0.065519]",1.0,0.25165563,1.0
194,COc1ccc(NC(=O)CN2CCC(NC(=O)c3ccco3)CC2)c([N+](=O)[O-])c1,0.3381,"[-0.100000, 0.071932, -0.065519]",1.0,0.28481013,1.0
195,CC(=O)N1CCN(C(=O)c2cc(CSc3cnc(NC(=O)c4ccc(N(C)C)cc4)s3)ccc2[N+](=O)[O-])CC1,0.3381,"[-0.100000, 0.071932, -0.065519]",1.0,0.22937192,1.0
196,CS(=O)(=O)N1CCc2c(c(-c3ccc(Br)cc3)nn2CCCN2CCC(N3C(=O)COc4ccc(Cl)cc43)CC2)C1,0.3381,"[-0.100000, 0.071932, -0.065519]",0.97980471,0.30442804,0.85305162
197,Cc1c(NS(C)(=O)=O)cccc1-c1nc(Nc2ccc(C(=O)N3CCOCC3)cc2)c2nc[nH]c2n1,0.3381,"[-0.100000, 0.071932, -0.065519]",1.0,0.17256903,1.0
198,CC(C)NS(=O)(=O)c1ccc(NC2CCN(CC(O)=Nc3ccccc3)CC2)c([N+](=O)O)c1,0.3381,"[-0.100000, 0.071932, -0.065519]",1.0,0.30291971,1.0
199,CC(OC(=O)c1cccc(S(=O)(=O)N(C)C)c1)C(=O)NCC(=O)Nc1ccc(F)c(F)c1F,0.3381,"[-0.100000, 0.071932, -0.065519]",1.0,0.13200782,1.0
