BO Iteration,Selected SMILES,Hypervolume,RefPoint,f1,f2
176,O=C(CCCNC(=O)c1ccc(Cl)cc1)NCc1ccc(F)cc1,0.2532,"[-0.008094, -0.099631]",0.07751938,1.0
177,COc1cc([N+](=O)[O-])ccc1NC(=O)Cc1ccc(F)cc1,0.2532,"[-0.008094, -0.099631]",0.06451613,1.0
178,Cc1ccc(N2CCN(CC(=O)Nc3ccc(Br)cc3)CC2)cc1Cl,0.2532,"[-0.008094, -0.099631]",0.08396947,1.0
179,CN(C(=O)c1ccc2c(c1)nc(NC(=O)c1cccnc1)n2CCC(N)=O)C1CCCCC1,0.2532,"[-0.008094, -0.099631]",0.18705036,0.13533528
180,Cc1ccc(CNCC2(F)CCN(C(=O)c3sccc3Cl)CC2)nc1,0.2532,"[-0.008094, -0.099631]",0.09230769,1.0
181,O=C(COc1ccc(S(=O)(=O)NC2CCCCC2)cc1)NCCC1=CCCCC1,0.2532,"[-0.008094, -0.099631]",0.16541353,0.13533528
182,CN1CCN(C(CNC(=O)C(=O)Nc2ccc(Cl)c(F)c2)c2ccccc2Cl)CC1,0.2532,"[-0.008094, -0.099631]",0.10714286,1.0
183,Cc1ccc(C)c(C(=O)Nc2ccccn2)c1,0.2532,"[-0.008094, -0.099631]",0.05309735,1.0
184,Cc1ccccc1N(C(=O)c1csnn1)C(C(=O)NC1CCCCC1)c1ccncc1,0.2532,"[-0.008094, -0.099631]",0.15,0.13533528
185,O=C1COc2ccc(C(=O)COC(=O)Cc3ccc(F)cc3)cc2N1,0.2532,"[-0.008094, -0.099631]",0.09230769,1.0
186,CCOc1ccc(NC=CC(=O)c2ccc(C)cc2)c([N+](=O)[O-])c1,0.2532,"[-0.008094, -0.099631]",0.08661417,1.0
187,Cc1ccc(C(=N)NOC(=O)Cc2cccs2)cc1,0.2532,"[-0.008094, -0.099631]",0.06837607,1.0
188,CN(C)CCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,0.2532,"[-0.008094, -0.099631]",0.11564626,1.0
189,CCOc1ccc(NS(=O)(=O)c2cc(C(=O)N3CCCC3)ccc2Cl)cc1,0.2532,"[-0.008094, -0.099631]",0.13953488,1.0
190,O=C(Nc1cc2c3c(c1)CC(=O)N3CCC2)c1ccc(F)cc1,0.2532,"[-0.008094, -0.099631]",0.08730159,1.0
191,COC(=O)c1ccc(C(=O)OC)c(NC(=O)CCc2ccc(C)o2)c1,0.2532,"[-0.008094, -0.099631]",0.12903226,1.0
192,CCOC(=O)CSc1nc(N)c(C(=O)Nc2ccc(N(C)C)cc2)s1,0.2532,"[-0.008094, -0.099631]",0.13821138,1.0
193,CCCN(Cc1cccs1)C(=O)Nc1ccc(Br)cc1F,0.2532,"[-0.008094, -0.099631]",0.08333333,1.0
194,CCc1cc(C=CC(=O)O)ccc1NC(=O)c1cccc(NC2=NCCN2)c1,0.2532,"[-0.008094, -0.099631]",0.10218978,1.0
195,CCc1ccc(OCc2nnc(NC(=O)c3cccs3)s2)cc1,0.2532,"[-0.008094, -0.099631]",0.06976744,0.13533528
196,CCOc1c(C(=O)NCCN2CCCC2)n(C)c2c1c(=O)n(CC(=O)c1ccccc1)c1ccccc21,0.2532,"[-0.008094, -0.099631]",0.14935065,0.00033546
197,CCC(C)C(NC(=O)N1CC(=O)Nc2ccccc21)C(=O)Nc1ccccc1C,0.2532,"[-0.008094, -0.099631]",0.13432836,1.0
198,CCOc1ccccc1NC(=O)C(CC(C)C)NC(=O)C1CCC(C)CC1,0.2532,"[-0.008094, -0.099631]",0.22689076,0.13533528
199,CC(C)(C(=O)NCc1ccc(S(N)(=O)=O)cc1)c1ccc(S(=O)(=O)C=CC#N)cc1,0.2532,"[-0.008094, -0.099631]",0.06293706,1.0
