BO Iteration,Selected SMILES by EI,f1,f2,R2 Indicator
182,NC1CN(c2ccccn2)CC1c1ccc(Cl)cc1Cl,0.16521739130434782,1.0,0.1532
183,NS(=O)(=O)NCC1CCN(c2cc(-c3ccccc3Cl)ncn2)CC1,0.184,1.0,0.1532
184,O=C(Nc1ccn(-c2ccccc2F)n1)C1CCC(Oc2cc(Cl)ccn2)CC1,0.15827338129496402,0.1353352832366127,0.1532
185,CS(=O)(=O)Nc1cccc2c1CCC2c1ncc[nH]1,0.1592920353982301,1.0,0.1532
186,CCOC(=O)c1cnc2n(c1=O)C(C)CCC2=NNc1ccccc1,0.2542372881355932,1.0,0.1532
187,CC1CCCC1=NN=C1SCC(=O)N1Cc1ccccc1,0.15,1.0,0.1532
188,COc1ccccc1N1C(=O)C2CC=CC(C)C2C1=O,0.1875,1.0,0.1532
189,O=C(OC1CCCc2ncccc21)n1ccnc1,0.13043478260869565,1.0,0.1532
190,O=C1CCC2C(CCN2c2ncc(F)cn2)N1c1ccccc1,0.125,0.1353352832366127,0.1532
191,O=C1C2CC=CCC2C(=O)N1Cc1ccccc1Cl,0.2018348623853211,1.0,0.1532
192,O=C1CCCC(=O)C1C(=O)c1ccccc1Cl,0.22772277227722773,0.1353352832366127,0.1532
193,CC1(Oc2cccnc2Cl)CCN(Cc2ccc(OC(F)(F)F)cc2)C1,0.12781954887218044,1.0,0.1532
194,CN(C)Cc1ccc(C2CCCCN2C(=O)c2ncccc2O)cc1,0.13846153846153847,1.0,0.1532
195,O=C1NCCN(c2ncccc2-c2cccs2)N1,0.1206896551724138,1.0,0.1532
196,COc1cccc(OC)c1-c1cccc2c1CCC(N)C2,0.1810344827586207,1.0,0.1532
197,COc1ccc(CC2c3cccc(Cl)c3CCN2C)cc1OC,0.23478260869565218,1.0,0.1532
198,CCCNC(=O)N1CCc2cc(OC)c(OC)cc2C1c1ccccc1,0.23770491803278687,1.0,0.1532
199,COc1ccc(C2SCCN2C(=O)COc2ccccc2)cc1Cl,0.21666666666666667,1.0,0.1532
